,time,base_current,shoulder_current,elbow_current,wrist1_current,wrist2_current,wrist3_current
0,0.0,0.0241179168224,4.96352434158,0.589480638504,0.302194297314,0.0035254969261599997,0.07524453103539999
1,0.008,0.106460846961,5.12184143066,0.556771993637,0.370460033417,-0.0096041392535,0.113607503474
2,0.016,0.24576100707100001,5.11595869064,0.581294476986,0.447406709194,-0.00324822543189,0.145824626088
3,0.024,0.217305213213,5.0521130561800005,0.48212349414800004,0.551908910275,-0.00625241175294,0.14757454395300001
4,0.031,0.26831755042100003,5.30141687393,0.210789203644,0.7020317316060001,-0.00037350167986,0.17892745137200003
5,0.04,0.21793906390700002,5.4351882934599995,0.689010977745,0.7365331053730001,-0.0099042179063,0.184496179223
6,0.048,0.215736806393,5.36221599579,0.472815454006,0.489822745323,0.0157652292401,0.194706425071
7,0.056,0.220803052187,5.23569965363,0.24288965761700002,0.43987965583800004,-0.0186699703336,0.19668465852699998
8,0.064,0.322310000658,5.45721054077,0.6083174347879999,0.636147975922,-0.00838326569647,0.19730737805399998
9,0.07200000000000001,0.391926646233,5.34955120087,0.253793954849,0.698978841305,-0.0123336073011,0.17898572981400002
10,0.08000000000000002,0.53439450264,5.02321624756,0.5923345685010001,0.555377483368,-0.00039735459722600004,0.13279107213
11,0.08800000000000002,0.635701477528,5.163988113399999,0.384209305048,0.420655727386,0.00557428831235,0.12137065082800001
12,0.09600000000000003,0.734530568123,5.02096700668,0.38803309202200004,0.608659029007,-0.0133053185418,0.0665897428989
13,0.10400000000000004,0.7956172227860001,5.09440135956,0.178156718612,0.761107623577,-0.00052496814169,0.022683944553099997
14,0.11200000000000004,0.670125186443,5.085685729980001,0.25231552124,0.493538439274,0.024099195376,0.00498574925587
15,0.12000000000000005,0.663695573807,4.96024513245,0.31986254453699997,0.608323872089,0.0175515078008,0.037673089653300004
16,0.12800000000000006,0.629275560379,5.11336708069,0.0687662288547,0.684480428696,0.0447954759002,0.08311953395610001
17,0.13600000000000007,0.571093559265,5.15631484985,-0.036519277840900005,0.43324303627,0.0421756841242,0.137431547046
